Date,ID,n_adults,n_children,weekend_nights,week_nights,meal_plan,car_parking_space,room_type,lead_time,market_segment,repeated_guest,previous_cancellations,previous_bookings_Not Cancelled,avg_room_price,special_requests,status
2018-03-22,INN03543,3,0,0,1,Meal Plan 1,0,Room_Type 4,42,Online,0,0,0,131.4,1,Not Cancelled
2018-02-27,INN03544,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,76,0,Not Cancelled
2017-10-16,INN03545,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Online,0,0,0,101.5,0,Cancelled
2017-10-10,INN03546,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,70,0,Cancelled
2018-09-26,INN03547,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,Online,0,0,0,95,0,Cancelled
2018-02-03,INN03548,2,0,0,3,Meal Plan 1,1,Room_Type 4,29,Online,0,0,0,104.77,0,Not Cancelled
2017-12-26,INN03549,2,0,2,3,Meal Plan 1,0,Room_Type 4,92,Offline,0,0,0,60,1,Not Cancelled
2018-07-23,INN03550,2,0,2,2,Meal Plan 1,0,Room_Type 1,135,Online,0,0,0,99.45,0,Cancelled
2018-04-04,INN03551,1,0,1,3,Meal Plan 1,0,Room_Type 1,5,Aviation,0,0,0,95,0,Cancelled
2018-05-25,INN03552,2,0,0,1,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,108.9,0,Not Cancelled
2018-02-26,INN03553,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,93,0,Not Cancelled
2017-08-14,INN03554,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,0,0,0,109,0,Not Cancelled
2018-05-31,INN03555,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,111.35,0,Cancelled
2018-08-05,INN03556,2,0,2,2,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,99.45,0,Cancelled
2018-01-08,INN03557,2,0,2,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,71.6,0,Not Cancelled
2018-02-02,INN03558,1,0,0,3,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,62.8,0,Not Cancelled
2018-03-07,INN03559,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,81.9,0,Cancelled
2018-09-07,INN03560,3,0,0,2,Meal Plan 1,0,Room_Type 4,52,Online,0,0,0,149.4,2,Not Cancelled
2018-05-14,INN03561,2,0,2,2,Meal Plan 1,0,Room_Type 1,78,Online,0,0,0,119.85,2,Not Cancelled
2018-10-20,INN03562,2,0,2,3,Not Selected,0,Room_Type 1,277,Online,0,0,0,84.15,0,Cancelled
2018-05-25,INN03563,2,0,0,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,119,0,Not Cancelled
2018-10-12,INN03564,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Online,0,0,0,110,0,Cancelled
2018-11-11,INN03565,2,0,2,5,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,97.87,4,Not Cancelled
2018-07-06,INN03566,2,0,0,2,Not Selected,0,Room_Type 1,22,Online,0,0,0,139,1,Not Cancelled
2017-10-30,INN03567,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,95,0,Not Cancelled
2018-06-06,INN03568,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110,0,Not Cancelled
2018-08-18,INN03569,2,0,0,3,Not Selected,0,Room_Type 1,240,Online,0,0,0,85.5,1,Cancelled
2018-10-06,INN03570,2,0,2,3,Meal Plan 2,0,Room_Type 1,203,Online,0,0,0,135.15,3,Not Cancelled
2017-09-17,INN03571,1,0,0,2,Meal Plan 2,0,Room_Type 1,14,Online,0,0,0,0,0,Not Cancelled
2018-05-23,INN03572,2,0,1,0,Not Selected,0,Room_Type 1,96,Online,0,0,0,116.1,1,Not Cancelled
2018-10-20,INN03573,1,0,0,3,Meal Plan 1,0,Room_Type 1,205,Online,0,0,0,95.5,1,Cancelled
2017-09-23,INN03574,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,Online,0,0,0,224.67,0,Cancelled
2017-09-10,INN03575,2,0,2,8,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,103.5,1,Cancelled
2018-10-16,INN03576,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Online,0,0,0,90,0,Cancelled
2018-11-08,INN03577,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,Corporate,0,0,0,94,0,Not Cancelled
2018-10-14,INN03578,1,0,2,3,Meal Plan 1,0,Room_Type 1,359,Offline,0,0,0,70,0,Not Cancelled
2017-11-20,INN03579,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73,0,Not Cancelled
2018-04-14,INN03580,2,0,0,3,Not Selected,0,Room_Type 1,76,Online,0,0,0,94.5,1,Not Cancelled
2018-10-09,INN03581,2,0,1,0,Not Selected,0,Room_Type 1,102,Online,0,0,0,108,1,Not Cancelled
2018-11-21,INN03582,2,0,1,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,61.88,0,Not Cancelled
2017-10-16,INN03583,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,48,0,Not Cancelled
2018-07-21,INN03584,2,0,0,2,Meal Plan 1,0,Room_Type 1,14,Corporate,0,0,0,105,0,Not Cancelled
2018-07-05,INN03585,2,0,1,5,Meal Plan 1,0,Room_Type 4,113,Online,0,0,0,92.94,1,Not Cancelled
2018-05-21,INN03586,2,1,1,1,Meal Plan 1,0,Room_Type 5,8,Offline,0,0,0,173.8,0,Not Cancelled
2017-10-10,INN03587,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,70,0,Cancelled
2018-06-26,INN03588,2,0,2,1,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,100.02,0,Cancelled
2018-10-18,INN03589,2,0,2,8,Meal Plan 1,0,Room_Type 1,269,Online,0,0,0,67.77,1,Not Cancelled
2018-09-04,INN03590,2,0,2,1,Meal Plan 1,0,Room_Type 5,142,Offline,0,0,0,101.15,0,Not Cancelled
2018-10-22,INN03591,1,0,1,1,Meal Plan 2,0,Room_Type 4,71,Offline,0,0,0,126.5,0,Not Cancelled
2018-02-06,INN03592,2,0,2,2,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,84.45,2,Not Cancelled
2018-10-04,INN03593,2,0,0,1,Not Selected,0,Room_Type 1,207,Online,0,0,0,98.1,0,Cancelled
2017-10-02,INN03594,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,65,0,Not Cancelled
2018-06-08,INN03595,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,142.67,0,Cancelled
2017-08-12,INN03596,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Complementary,0,0,0,0,0,Not Cancelled
2017-12-20,INN03597,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,Offline,0,0,0,58,0,Not Cancelled
2018-12-26,INN03598,2,0,1,4,Meal Plan 2,0,Room_Type 1,108,Online,0,0,0,158.4,1,Cancelled
2018-04-06,INN03599,2,0,2,5,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,112.2,1,Not Cancelled
2018-10-04,INN03600,2,0,0,3,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,125.55,0,Cancelled
2018-06-17,INN03601,2,1,1,2,Meal Plan 1,0,Room_Type 1,290,Offline,0,0,0,89.5,1,Not Cancelled
2018-10-10,INN03602,3,0,1,3,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,213,0,Cancelled
2018-10-14,INN03603,3,0,2,3,Meal Plan 1,0,Room_Type 4,256,Online,0,0,0,133.11,2,Cancelled
2017-09-21,INN03604,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65,0,Not Cancelled
2018-05-02,INN03605,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100,1,Not Cancelled
2018-12-02,INN03606,2,0,1,2,Meal Plan 1,0,Room_Type 1,67,Offline,0,0,0,75,0,Not Cancelled
2018-04-10,INN03607,2,0,2,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,88.27,0,Not Cancelled
2017-08-20,INN03608,3,0,0,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,125,2,Not Cancelled
2018-12-15,INN03609,2,0,1,3,Not Selected,0,Room_Type 1,6,Online,0,0,0,66.3,0,Not Cancelled
2018-09-26,INN03610,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Online,0,0,0,75,0,Cancelled
2018-02-17,INN03611,2,0,0,4,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,93.5,1,Not Cancelled
2017-08-13,INN03612,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,138,0,Not Cancelled
2018-07-07,INN03613,2,2,2,5,Meal Plan 1,0,Room_Type 6,89,Online,0,0,0,183.73,1,Not Cancelled
2018-03-27,INN03614,3,0,2,3,Meal Plan 1,0,Room_Type 4,44,Online,0,0,0,135.22,1,Cancelled
2018-03-21,INN03615,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,13,65,1,Not Cancelled
2017-08-14,INN03616,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109,0,Not Cancelled
2018-06-10,INN03617,2,0,1,2,Meal Plan 1,0,Room_Type 1,124,Online,0,0,0,126.9,2,Not Cancelled
2018-10-25,INN03618,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,120,2,Not Cancelled
2018-07-13,INN03619,2,0,1,4,Meal Plan 1,0,Room_Type 4,88,Online,0,0,0,120.8,2,Not Cancelled
2018-05-29,INN03620,2,0,1,0,Meal Plan 1,0,Room_Type 1,106,Offline,0,0,0,95,1,Not Cancelled
2017-10-04,INN03621,1,0,2,1,Meal Plan 1,0,Room_Type 1,10,Complementary,1,1,3,6,0,Not Cancelled
2018-08-15,INN03622,2,0,1,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,151,1,Not Cancelled
2017-07-29,INN03623,2,1,0,3,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,76.5,1,Not Cancelled
2017-10-15,INN03624,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,65,0,Cancelled
2018-06-15,INN03625,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130,0,Cancelled
2018-10-23,INN03626,1,0,1,0,Meal Plan 1,1,Room_Type 1,62,Corporate,0,0,0,67,0,Not Cancelled
2018-02-28,INN03627,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,60,0,Cancelled
2018-08-17,INN03628,2,0,1,4,Meal Plan 1,0,Room_Type 4,138,Online,0,0,0,122.4,2,Not Cancelled
2018-04-08,INN03629,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,Offline,0,0,0,78,0,Not Cancelled
2018-11-15,INN03630,1,0,0,4,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,97,3,Not Cancelled
2018-04-04,INN03631,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,80,0,Cancelled
2018-10-17,INN03632,2,0,1,2,Meal Plan 2,0,Room_Type 1,26,Online,0,0,0,180,2,Not Cancelled
2018-06-07,INN03633,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Online,0,0,0,130,0,Cancelled
2017-09-09,INN03634,2,0,0,4,Not Selected,0,Room_Type 1,15,Offline,0,0,0,58.35,1,Not Cancelled
2017-09-23,INN03635,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,Online,0,0,0,224.67,0,Cancelled
2018-02-12,INN03636,2,0,0,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,88,1,Not Cancelled
2018-05-02,INN03637,2,0,1,3,Not Selected,0,Room_Type 1,120,Online,0,0,0,89.25,1,Cancelled
2018-03-23,INN03638,2,2,0,2,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,201,2,Not Cancelled
2017-12-17,INN03639,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,79,1,Not Cancelled
2017-09-24,INN03640,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,87.5,0,Not Cancelled
2017-10-26,INN03641,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,72.24,1,Not Cancelled
2018-11-15,INN03642,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Corporate,0,0,0,40,0,Not Cancelled
2018-07-08,INN03643,2,0,2,2,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,143.45,2,Not Cancelled
2018-07-07,INN03644,2,0,1,3,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,114.3,1,Not Cancelled
2018-12-24,INN03645,2,0,1,1,Not Selected,0,Room_Type 1,32,Online,0,0,0,79.2,0,Cancelled
2018-10-08,INN03646,2,0,1,1,Meal Plan 1,0,Room_Type 4,196,Online,0,0,0,122.4,0,Cancelled
2018-05-29,INN03647,1,0,3,5,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,110,0,Not Cancelled
2018-05-10,INN03648,2,0,0,3,Meal Plan 2,0,Room_Type 1,71,Offline,0,0,0,126,1,Not Cancelled
2018-07-25,INN03649,2,0,1,3,Not Selected,0,Room_Type 1,169,Online,0,0,0,89.25,1,Not Cancelled
2018-04-05,INN03650,2,0,0,1,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,87.3,1,Not Cancelled
2017-08-24,INN03651,2,0,1,3,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,90,2,Not Cancelled
2018-05-07,INN03652,3,0,2,1,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,159.3,0,Cancelled
2018-09-18,INN03653,2,0,2,1,Not Selected,0,Room_Type 1,45,Online,0,0,0,125.1,1,Not Cancelled
2018-11-29,INN03654,2,0,0,4,Not Selected,0,Room_Type 1,319,Online,0,0,0,63.75,0,Cancelled
2018-06-19,INN03655,1,0,2,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,76.5,0,Not Cancelled
2017-10-02,INN03656,1,0,0,2,Meal Plan 1,0,Room_Type 1,65,Offline,0,0,0,100,1,Not Cancelled
2018-10-01,INN03657,2,0,2,2,Meal Plan 1,0,Room_Type 4,167,Online,0,0,0,122.4,0,Cancelled
2018-09-25,INN03658,3,0,2,0,Meal Plan 1,0,Room_Type 4,135,Online,0,0,0,162,2,Not Cancelled
2018-11-02,INN03659,2,0,0,4,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,90,2,Cancelled
2018-10-01,INN03660,2,0,1,1,Meal Plan 1,0,Room_Type 1,168,Online,0,0,0,127,2,Cancelled
2018-12-02,INN03661,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,85,0,Not Cancelled
2018-09-29,INN03662,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,120,0,Not Cancelled
2017-11-20,INN03663,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73,0,Not Cancelled
2018-12-01,INN03664,2,0,1,3,Meal Plan 2,0,Room_Type 1,195,Online,0,0,0,106.25,2,Not Cancelled
2018-06-15,INN03665,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Online,0,0,0,115,1,Cancelled
2018-10-23,INN03666,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,94.35,2,Not Cancelled
2018-06-08,INN03667,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120,0,Not Cancelled
2018-10-04,INN03668,3,0,0,5,Meal Plan 1,0,Room_Type 4,144,Online,0,0,0,151.2,1,Cancelled
2018-07-22,INN03669,2,0,1,2,Not Selected,0,Room_Type 1,178,Online,0,0,0,88.5,0,Cancelled
2018-04-24,INN03670,2,0,2,5,Meal Plan 1,0,Room_Type 4,59,Online,0,0,0,118.27,1,Not Cancelled
2018-07-11,INN03671,1,0,1,1,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,127.82,1,Cancelled
2018-07-18,INN03672,3,0,1,4,Meal Plan 1,0,Room_Type 4,115,Online,0,0,0,141.3,0,Not Cancelled
2018-08-02,INN03673,2,0,0,3,Meal Plan 1,0,Room_Type 1,96,Complementary,0,0,0,0,1,Not Cancelled
2018-08-05,INN03674,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,151,1,Not Cancelled
2018-07-23,INN03675,2,2,2,1,Meal Plan 1,0,Room_Type 6,292,Online,0,0,0,158.4,1,Cancelled
2018-04-25,INN03676,3,0,1,3,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,111.6,0,Not Cancelled
2018-12-02,INN03677,1,0,0,2,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,66.18,1,Not Cancelled
2018-03-01,INN03678,1,0,1,3,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,102.05,0,Cancelled
2018-10-23,INN03679,2,1,2,2,Meal Plan 1,0,Room_Type 1,116,Online,0,0,0,104.85,2,Not Cancelled
2018-04-23,INN03680,2,0,2,2,Not Selected,0,Room_Type 1,148,Online,0,0,0,80.75,1,Not Cancelled
2018-12-27,INN03681,1,0,0,1,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,65,0,Not Cancelled
2018-03-10,INN03682,2,1,1,3,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,98.1,2,Not Cancelled
2018-03-30,INN03683,2,0,1,4,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,140,0,Cancelled
2018-01-26,INN03684,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,70.07,0,Not Cancelled
2017-10-09,INN03685,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,75,0,Cancelled
2018-11-17,INN03686,2,0,1,3,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,92.23,1,Not Cancelled
2018-10-10,INN03687,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,Online,0,0,0,120,0,Cancelled
2018-11-10,INN03688,1,0,0,1,Meal Plan 1,0,Room_Type 4,3,Aviation,0,0,0,95,0,Not Cancelled
2017-12-20,INN03689,2,0,2,2,Not Selected,0,Room_Type 1,10,Online,0,0,0,52.36,1,Not Cancelled
2018-08-05,INN03690,1,1,0,1,Meal Plan 1,0,Room_Type 1,159,Online,0,0,0,118.3,0,Cancelled
2018-02-21,INN03691,2,0,2,2,Meal Plan 1,0,Room_Type 4,38,Offline,0,0,0,75.8,0,Not Cancelled
2018-09-15,INN03692,2,0,1,3,Meal Plan 1,1,Room_Type 1,25,Online,0,0,0,165.5,2,Not Cancelled
2018-10-14,INN03693,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Online,0,0,0,115,1,Cancelled
2018-04-19,INN03694,2,2,0,4,Meal Plan 1,0,Room_Type 6,56,Online,0,0,0,167.45,2,Not Cancelled
2018-05-06,INN03695,3,0,0,2,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,159.3,3,Not Cancelled
2018-11-25,INN03696,2,0,0,1,Not Selected,0,Room_Type 1,225,Online,0,0,0,67.5,0,Cancelled
2018-03-23,INN03697,2,0,0,2,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,89.3,1,Not Cancelled
2018-07-13,INN03698,2,0,0,4,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,135.9,2,Not Cancelled
2018-11-05,INN03699,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,130,0,Not Cancelled
2018-04-19,INN03700,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,115,0,Cancelled
2018-05-15,INN03701,1,0,2,2,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,98.32,0,Not Cancelled
2018-10-26,INN03702,1,0,0,4,Meal Plan 1,0,Room_Type 4,6,Aviation,0,0,0,110,0,Not Cancelled
2018-02-05,INN03703,0,2,1,2,Meal Plan 1,0,Room_Type 2,43,Online,0,0,0,69.53,0,Cancelled
2017-10-15,INN03704,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,65,0,Cancelled
2018-03-19,INN03705,1,0,2,4,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,73.67,0,Cancelled
2017-07-09,INN03706,2,0,2,3,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,58.9,1,Not Cancelled
2018-03-20,INN03707,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,85,1,Not Cancelled
2018-12-08,INN03708,2,0,0,3,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,108.67,0,Not Cancelled
2018-10-31,INN03709,2,0,1,3,Not Selected,0,Room_Type 1,161,Offline,0,0,0,59.5,0,Not Cancelled
2018-02-18,INN03710,2,0,0,3,Meal Plan 1,0,Room_Type 2,41,Online,0,0,0,72.37,0,Not Cancelled
2018-03-17,INN03711,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,Corporate,0,0,0,50,1,Not Cancelled
2018-11-18,INN03712,1,0,0,1,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,94,1,Not Cancelled
2018-10-12,INN03713,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Online,0,0,0,110,0,Cancelled
2018-09-27,INN03714,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,160,0,Not Cancelled
2018-04-13,INN03715,2,0,2,5,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,90.95,0,Cancelled
2018-11-11,INN03716,2,0,0,1,Meal Plan 1,0,Room_Type 1,113,Offline,0,0,0,90,0,Not Cancelled
2018-06-16,INN03717,0,2,0,1,Meal Plan 1,0,Room_Type 2,3,Online,0,0,0,131.78,0,Not Cancelled
2018-06-06,INN03718,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110,0,Not Cancelled
2017-09-18,INN03719,1,0,1,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,114,2,Not Cancelled
2017-11-18,INN03720,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,3,65,0,Not Cancelled
2018-12-30,INN03721,2,0,1,2,Meal Plan 1,0,Room_Type 1,74,Offline,0,0,0,145.1,0,Not Cancelled
2018-10-05,INN03722,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,Online,0,0,0,90,0,Cancelled
2018-08-25,INN03723,2,1,1,3,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,85.6,0,Cancelled
2017-10-04,INN03724,1,0,2,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,125.4,1,Not Cancelled
2018-05-18,INN03725,2,0,0,4,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,72,1,Not Cancelled
2018-02-10,INN03726,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,80,1,Not Cancelled
2017-09-09,INN03727,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,Corporate,0,0,0,90,0,Not Cancelled
2018-07-01,INN03728,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,Online,0,0,0,75,0,Cancelled
2018-07-08,INN03729,2,0,0,2,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,114.3,0,Cancelled
2017-09-14,INN03730,2,0,1,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,138.67,1,Not Cancelled
2018-09-03,INN03731,2,0,2,2,Meal Plan 1,0,Room_Type 1,240,Online,0,0,0,95.63,1,Cancelled
2018-03-08,INN03732,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,103,1,Not Cancelled
2018-07-10,INN03733,3,0,2,0,Meal Plan 1,0,Room_Type 4,109,Online,0,0,0,146.7,2,Not Cancelled
2018-02-13,INN03734,2,0,0,1,Meal Plan 1,0,Room_Type 2,37,Online,0,0,0,69.53,0,Not Cancelled
2018-04-14,INN03735,2,0,0,3,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,96.3,1,Not Cancelled
2018-09-26,INN03736,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,Online,0,0,0,107,0,Cancelled
2018-08-18,INN03737,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Online,0,0,0,115,1,Cancelled
2018-06-15,INN03738,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130,0,Cancelled
2017-09-09,INN03739,2,0,2,4,Meal Plan 2,0,Room_Type 1,327,Offline,0,0,0,88,0,Not Cancelled
2017-12-27,INN03740,2,0,2,0,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,52,1,Not Cancelled
2018-02-24,INN03741,2,1,0,4,Meal Plan 2,0,Room_Type 1,12,Online,0,0,0,158.5,3,Not Cancelled
2018-09-15,INN03742,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,Online,0,0,0,120,0,Cancelled
2017-10-13,INN03743,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,91,0,Not Cancelled
2018-09-05,INN03744,3,0,1,4,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,168.3,0,Cancelled
2017-11-13,INN03745,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,Offline,0,0,0,75,0,Not Cancelled
2018-09-15,INN03746,2,0,0,2,Meal Plan 1,1,Room_Type 1,33,Online,0,0,0,117.33,2,Not Cancelled
2018-04-29,INN03747,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,Online,0,0,0,65,0,Cancelled
2018-04-17,INN03748,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,Online,0,0,0,110,0,Cancelled
2018-10-29,INN03749,2,0,2,1,Not Selected,0,Room_Type 1,10,Online,0,0,0,120,3,Not Cancelled
2017-08-28,INN03750,2,1,0,1,Meal Plan 1,0,Room_Type 2,15,Complementary,0,0,0,0,4,Not Cancelled
2018-05-29,INN03751,2,0,2,3,Meal Plan 1,0,Room_Type 1,143,Online,0,0,0,99.79,0,Not Cancelled
2018-10-03,INN03752,2,0,1,1,Meal Plan 1,0,Room_Type 1,18,Offline,0,0,0,85,0,Not Cancelled
2018-09-08,INN03753,1,0,0,3,Meal Plan 1,0,Room_Type 1,161,Online,0,0,0,116.1,0,Cancelled
2017-10-03,INN03754,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,145,1,Not Cancelled
2017-08-14,INN03755,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,Not Cancelled
2017-10-17,INN03756,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,Offline,0,0,0,67,0,Not Cancelled
2017-07-27,INN03757,2,0,1,1,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,76.5,0,Cancelled
2018-08-13,INN03758,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,105.3,0,Cancelled
2018-06-12,INN03759,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,131,0,Not Cancelled
2017-09-25,INN03760,1,0,0,0,Meal Plan 1,0,Room_Type 1,56,Online,0,0,0,0,0,Not Cancelled
2017-09-08,INN03761,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,124,0,Not Cancelled
2017-09-15,INN03762,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,96,1,Not Cancelled
2018-11-07,INN03763,1,0,1,1,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,6,0,Not Cancelled
2018-09-09,INN03764,2,1,2,3,Meal Plan 1,0,Room_Type 6,7,Online,0,0,0,237,2,Not Cancelled
